0
7
[(4.59,4.89)(6.50,6.28)][(7.26,5.43)(7.80,5.59)][(1.38,5.30)(1.51,6.03)][(3.50,5.49)(3.85,6.44)][(2.83,1.10)(4.47,1.82)][(3.15,6.61)(3.53,7.52)][(3.34,2.36)(4.25,1.35)]
[(2.72,2.44)(1.19,8.08)][(1.90,1.66)(3.21,2.65)][(8.10,7.77)(3.83,5.40)][(8.47,8.46)(5.84,1.54)][(3.91,3.20)(9.96,1.67)][(5.16,8.73)(1.64,8.16)][(2.57,5.77)(5.15,3.43)]
[(2.85,2.22)(1.65,7.86)][(2.30,1.19)(3.70,3.15)][(8.57,7.62)(3.78,5.60)][(8.07,8.91)(6.07,1.72)][(3.63,3.36)(9.50,1.48)][(5.65,9.00)(1.15,7.85)][(3.07,5.55)(4.78,3.90)]
[(2.47,2.17)(1.27,8.18)][(2.30,1.28)(3.95,3.25)][(8.09,7.63)(3.79,5.22)][(8.54,9.40)(5.95,1.24)][(3.15,3.07)(9.99,1.81)][(6.13,8.84)(1.20,7.42)][(3.46,5.61)(4.89,4.40)]
[(2.96,1.68)(1.54,8.27)][(2.08,1.44)(3.47,2.87)][(8.41,7.80)(3.65,5.28)][(8.20,9.50)(5.77,1.27)][(2.95,2.61)(9.96,2.29)][(5.73,8.85)(1.70,7.92)][(3.00,5.31)(4.46,3.96)]
[(3.43,1.89)(2.01,7.94)][(2.54,1.02)(2.97,3.23)][(8.13,7.40)(4.09,5.71)][(7.74,9.88)(5.32,1.38)][(3.02,2.52)(9.98,2.16)][(6.02,9.31)(1.66,8.01)][(3.08,5.79)(4.04,3.73)]
[(3.92,1.88)(2.27,8.16)][(2.35,1.07)(3.13,3.04)][(8.40,7.77)(3.84,5.36)][(7.59,9.51)(5.40,1.62)][(3.31,2.76)(9.64,1.94)][(6.02,9.16)(1.64,8.51)][(3.03,5.78)(3.54,3.33)]
[(3.62,1.40)(2.77,8.65)][(2.06,1.16)(3.04,2.57)][(8.50,7.74)(4.32,5.41)][(7.99,9.01)(5.85,1.98)][(3.54,2.66)(9.20,2.02)][(6.44,9.42)(1.20,8.99)][(3.53,6.25)(4.04,3.02)]
[(3.14,1.67)(2.46,9.08)][(1.94,1.55)(2.57,2.97)][(8.11,7.63)(4.34,5.43)][(7.53,8.68)(5.39,1.62)][(3.27,2.19)(9.15,1.52)][(6.11,9.08)(1.69,8.80)][(3.56,6.43)(3.56,3.38)]
[(2.90,1.25)(2.72,9.53)][(1.88,1.10)(2.53,2.49)][(8.34,7.23)(4.57,5.23)][(7.93,9.16)(4.92,2.07)][(2.85,2.22)(8.71,2.01)][(6.55,8.92)(1.78,8.31)][(3.99,6.91)(3.16,3.19)]
[(2.57,1.58)(2.23,9.81)][(2.38,1.60)(2.97,2.01)][(8.67,6.73)(5.06,5.36)][(7.74,9.18)(4.43,2.04)][(2.49,2.51)(8.94,1.56)][(6.05,9.24)(1.36,8.68)][(4.24,7.25)(3.04,2.99)]
[(2.48,1.10)(1.88,9.95)][(2.84,1.68)(3.16,2.08)][(8.41,7.04)(5.07,4.87)][(7.91,9.11)(4.75,2.46)][(2.49,2.09)(8.50,2.04)][(5.61,9.25)(1.33,9.08)][(4.46,7.49)(3.31,3.21)]
[(2.00,1.13)(1.69,9.56)][(3.34,1.56)(2.71,2.51)][(8.23,7.27)(5.22,5.13)][(7.42,8.82)(4.27,1.96)][(2.86,2.48)(8.04,1.63)][(6.01,9.75)(1.82,9.13)][(3.98,7.71)(3.72,3.00)]
[(1.54,1.12)(1.19,9.60)][(3.79,1.54)(2.40,2.16)][(7.81,7.00)(4.85,5.62)][(7.84,8.32)(4.11,1.97)][(2.55,2.98)(8.17,1.23)][(6.38,9.30)(1.64,8.64)][(3.70,8.05)(4.19,2.59)]
[(1.07,1.50)(1.40,9.84)][(3.46,1.10)(1.96,2.43)][(7.61,7.39)(4.36,5.42)][(8.07,8.77)(4.15,2.25)][(2.14,2.67)(8.47,1.58)][(6.55,9.11)(1.34,9.09)][(3.23,7.72)(4.37,3.01)]
[(1.36,1.67)(1.27,9.58)][(3.92,1.57)(2.42,2.92)][(7.14,7.09)(4.74,5.08)][(8.45,8.84)(3.68,2.75)][(2.40,2.36)(8.02,1.15)][(6.64,9.35)(1.76,9.59)][(2.77,7.66)(4.31,2.61)]
[(1.83,1.90)(1.64,9.89)][(4.09,1.53)(2.29,3.25)][(6.98,6.89)(4.81,5.51)][(8.95,9.26)(3.19,2.53)][(2.90,2.34)(8.18,1.60)][(6.61,8.88)(1.26,9.11)][(2.30,8.06)(4.39,3.09)]
[(1.45,1.43)(2.10,9.86)][(3.75,1.77)(2.45,3.70)][(7.20,6.42)(4.37,5.03)][(9.45,9.50)(3.53,2.60)][(2.66,1.96)(7.73,1.47)][(6.54,8.60)(1.61,8.99)][(1.89,7.71)(4.65,2.72)]
[(1.16,1.62)(1.60,9.99)][(4.21,1.45)(2.08,3.21)][(6.90,6.66)(4.54,4.53)][(9.62,9.24)(3.10,2.12)][(3.15,1.70)(8.20,1.88)][(6.17,8.62)(1.27,8.56)][(1.89,7.21)(4.62,2.37)]
[(1.57,2.11)(1.19,9.50)][(4.55,1.92)(2.55,3.70)][(7.21,6.94)(5.01,4.20)][(9.90,9.10)(3.22,1.82)][(3.37,2.20)(7.79,1.86)][(5.98,8.43)(1.66,8.10)][(1.86,7.19)(4.16,2.72)]
[(1.17,2.24)(1.31,9.74)][(4.13,2.02)(2.57,3.21)][(6.73,6.58)(5.31,4.70)][(9.53,8.62)(3.42,1.71)][(3.82,1.88)(7.34,2.33)][(5.49,8.87)(1.68,7.61)][(1.37,7.66)(3.87,2.95)]
[(1.38,2.72)(1.34,9.42)][(4.49,2.18)(3.04,2.99)][(6.26,6.89)(5.13,4.37)][(9.03,8.36)(3.19,1.24)][(4.26,1.42)(7.09,1.97)][(5.00,8.67)(1.81,7.55)][(1.61,7.52)(3.55,3.27)]
[(1.48,3.10)(1.37,9.92)][(4.10,2.63)(3.31,3.28)][(6.11,6.51)(4.63,3.99)][(8.71,8.47)(3.11,1.30)][(3.93,1.34)(7.23,2.08)][(4.73,9.16)(2.31,8.05)][(1.91,7.04)(3.29,3.76)]
[(1.11,3.57)(1.48,9.86)][(3.67,2.79)(3.42,2.79)][(6.60,6.37)(4.96,3.88)][(9.18,8.51)(2.65,1.80)][(3.44,1.54)(6.97,1.91)][(5.22,9.48)(2.21,8.23)][(2.40,7.52)(3.14,3.28)]
[(1.28,4.07)(1.47,9.61)][(4.12,2.71)(2.93,2.35)][(6.58,6.36)(4.57,3.95)][(9.46,8.53)(2.34,1.83)][(3.40,1.55)(6.62,2.35)][(5.71,8.98)(2.23,8.05)][(2.11,7.88)(3.36,3.78)]
[(1.18,3.58)(1.93,9.40)][(4.59,2.97)(2.59,1.88)][(7.07,6.58)(4.07,3.46)][(8.98,8.81)(1.95,1.37)][(3.78,2.05)(6.13,1.97)][(5.23,9.05)(2.62,8.03)][(1.87,7.42)(3.64,4.20)]
[(1.30,3.61)(2.28,8.96)][(4.09,3.32)(2.38,2.38)][(7.48,6.49)(3.78,3.74)][(9.03,8.38)(1.46,1.82)][(3.28,1.55)(6.59,1.50)][(5.72,8.98)(3.06,7.56)][(2.24,7.27)(4.14,4.66)]
[(1.65,3.71)(2.40,9.26)][(4.57,2.84)(2.83,1.96)][(7.45,6.60)(3.40,4.03)][(8.54,7.99)(1.96,1.79)][(2.99,1.18)(6.95,1.42)][(5.84,8.48)(2.67,7.89)][(1.76,6.81)(4.25,4.34)]
[(1.16,3.78)(2.54,9.54)][(4.75,3.19)(2.34,2.25)][(7.33,6.15)(3.30,4.31)][(8.07,8.41)(2.12,1.31)][(3.03,1.68)(6.74,1.51)][(6.15,8.14)(2.18,8.24)][(1.30,6.34)(4.74,4.77)]
[(1.63,3.64)(2.05,9.19)][(5.09,3.18)(2.22,2.63)][(7.80,6.61)(2.80,4.67)][(8.51,8.18)(1.71,1.60)][(3.28,1.91)(6.24,1.02)][(5.87,8.57)(2.47,8.44)][(1.10,6.36)(4.35,5.27)]
[(1.33,4.06)(1.78,9.36)][(4.66,2.68)(2.18,3.12)][(7.66,6.18)(3.16,5.15)][(8.15,7.75)(1.24,1.21)][(2.99,1.93)(6.74,1.17)][(5.64,8.96)(2.82,8.10)][(1.15,6.85)(4.27,5.28)]
[(1.82,4.22)(2.24,9.01)][(5.12,2.27)(2.54,2.98)][(8.05,5.68)(2.66,5.64)][(8.45,7.34)(1.64,1.66)][(3.29,2.22)(6.43,1.10)][(5.58,9.31)(2.46,8.58)][(1.65,6.74)(4.62,5.07)]
[(1.99,4.65)(2.68,9.25)][(5.61,1.94)(2.61,2.88)][(8.34,5.56)(3.16,5.49)][(8.95,7.32)(1.17,2.16)][(3.15,2.06)(6.25,1.59)][(5.98,8.88)(2.49,8.18)][(1.49,6.80)(4.38,4.57)]
[(2.00,4.21)(2.48,8.82)][(5.55,1.61)(2.12,3.28)][(8.21,5.59)(3.33,5.64)][(8.58,6.82)(1.59,2.61)][(2.69,1.79)(6.69,1.09)][(6.48,8.56)(2.98,7.82)][(1.82,7.29)(4.85,4.09)]
[(2.09,3.94)(2.29,8.94)][(5.65,1.16)(1.87,3.78)][(8.59,5.10)(3.83,5.88)][(8.43,7.02)(1.11,2.13)][(2.32,1.56)(7.10,1.58)][(6.94,8.53)(3.48,7.65)][(1.83,7.24)(4.58,3.75)]
[(2.59,3.46)(1.92,8.88)][(5.46,1.10)(2.34,4.27)][(9.08,5.20)(3.67,6.37)][(8.36,6.57)(1.46,1.67)][(2.77,2.06)(7.60,1.34)][(7.44,8.49)(3.07,7.92)][(1.34,7.52)(4.08,3.29)]
[(2.53,3.47)(2.00,9.17)][(5.66,1.29)(2.60,4.69)][(8.64,5.05)(3.36,6.82)][(8.11,6.66)(1.95,1.58)][(2.72,2.47)(7.10,1.60)][(7.21,8.00)(3.29,7.43)][(1.13,7.69)(4.16,2.97)]
[(2.95,3.51)(1.53,9.62)][(5.21,1.30)(2.14,4.22)][(8.15,5.21)(3.25,6.66)][(8.61,6.86)(2.33,1.66)][(2.85,2.69)(7.56,1.75)][(7.56,8.39)(3.67,7.61)][(1.61,7.47)(4.46,2.81)]
[(2.89,3.48)(1.05,9.55)][(5.70,1.54)(2.60,4.14)][(7.65,4.92)(2.93,7.07)][(9.08,6.77)(2.49,2.16)][(2.37,3.04)(7.52,1.80)][(7.21,7.91)(3.50,7.71)][(1.29,7.63)(4.58,2.31)]
[(2.98,3.96)(1.28,9.24)][(5.46,1.21)(3.07,4.38)][(7.71,5.01)(3.11,7.50)][(9.56,7.18)(2.42,2.08)][(1.94,3.04)(7.32,2.23)][(7.19,7.76)(3.78,8.20)][(1.34,7.48)(4.95,2.48)]
[(2.53,3.54)(1.76,8.80)][(5.45,1.71)(2.73,4.23)][(7.88,4.72)(3.49,7.52)][(9.97,7.35)(1.99,1.78)][(2.22,2.55)(7.71,1.74)][(7.68,7.30)(3.50,8.36)][(1.76,7.10)(4.90,2.98)]
[(2.30,3.93)(1.68,9.23)][(5.66,2.15)(3.22,4.59)][(7.38,4.96)(3.26,7.29)][(9.90,7.36)(1.55,1.28)][(2.69,2.48)(7.52,2.17)][(7.77,7.68)(3.23,8.23)][(1.92,6.91)(4.63,2.51)]
[(2.80,4.38)(1.43,9.64)][(6.07,2.08)(3.53,4.15)][(6.97,4.83)(3.11,7.77)][(9.40,7.08)(1.06,1.71)][(2.49,1.99)(7.23,1.67)][(8.20,7.93)(3.70,8.73)][(1.59,6.94)(4.98,2.03)]
[(3.27,4.20)(1.77,9.84)][(6.02,2.58)(3.98,4.43)][(6.94,4.99)(2.62,7.83)][(9.84,7.58)(1.14,1.22)][(2.47,1.70)(7.51,1.32)][(7.88,7.95)(3.71,9.21)][(1.17,6.46)(4.58,2.51)]
[(3.77,3.75)(1.28,9.45)][(6.36,2.12)(4.47,3.96)][(6.44,4.86)(2.74,7.47)][(9.45,7.54)(1.31,1.69)][(2.82,1.30)(7.14,1.24)][(8.37,7.60)(3.35,9.64)][(1.45,6.13)(5.05,2.18)]
[(4.12,3.98)(1.08,9.48)][(5.97,1.68)(4.49,3.60)][(6.11,5.06)(2.52,7.04)][(9.95,7.72)(1.67,1.99)][(2.81,1.23)(6.72,1.09)][(8.74,7.38)(3.51,9.14)][(1.33,6.62)(5.16,1.98)]
[(4.06,3.86)(1.57,9.86)][(6.27,1.29)(4.45,3.10)][(6.33,4.73)(2.59,7.54)][(9.45,7.49)(1.27,2.42)][(2.34,1.73)(6.56,1.31)][(8.61,7.64)(3.13,8.64)][(1.09,7.12)(5.58,1.72)]
[(3.86,4.36)(2.07,9.95)][(6.30,1.65)(4.13,2.66)][(6.15,5.03)(3.04,7.04)][(9.49,7.89)(1.70,2.82)][(2.83,2.21)(6.07,1.31)][(9.00,7.90)(3.13,9.03)][(1.56,6.68)(5.72,1.85)]
[(3.43,4.25)(1.59,9.81)][(6.78,1.42)(3.68,2.46)][(6.19,4.61)(2.54,7.53)][(9.86,8.22)(1.22,2.98)][(2.76,2.65)(6.22,1.45)][(8.84,7.64)(2.66,8.56)][(1.31,6.24)(6.04,2.24)]
[(3.17,4.72)(1.14,9.34)][(7.24,1.04)(3.31,2.92)][(5.80,5.09)(3.04,8.01)][(9.42,7.73)(1.58,2.98)][(2.58,2.49)(6.63,1.10)][(8.34,7.43)(3.12,8.27)][(1.49,5.96)(5.56,2.73)]
[(3.08,4.26)(1.64,9.73)][(7.10,1.26)(2.85,2.91)][(5.87,4.80)(3.47,7.55)][(8.93,7.94)(1.28,3.31)][(2.30,2.89)(6.38,1.44)][(8.82,6.96)(3.11,8.77)][(1.11,6.35)(5.16,3.01)]
[(3.21,4.00)(1.91,9.66)][(7.59,1.52)(2.54,2.42)][(5.79,5.08)(3.18,7.17)][(9.03,7.46)(1.61,3.06)][(2.33,3.27)(6.59,1.94)][(8.48,6.56)(2.84,8.29)][(1.24,6.63)(5.14,3.30)]
[(3.23,4.37)(1.90,9.21)][(7.24,1.47)(2.82,2.70)][(5.43,4.93)(2.81,6.72)][(9.17,7.16)(1.24,2.61)][(2.36,3.76)(6.09,1.45)][(7.98,6.76)(3.31,8.03)][(1.72,6.70)(4.64,3.02)]
[(2.74,4.57)(1.73,8.72)][(7.11,1.00)(2.45,2.50)][(5.90,5.16)(2.56,6.87)][(9.67,7.07)(1.74,2.56)][(1.86,3.61)(5.62,1.71)][(7.94,7.25)(3.34,7.84)][(1.74,7.16)(4.97,2.61)]
[(2.28,5.03)(1.57,8.31)][(6.80,1.42)(2.95,2.14)][(6.28,5.66)(2.74,6.44)][(9.17,7.57)(1.95,2.49)][(1.53,4.03)(5.71,2.13)][(7.50,7.06)(3.14,7.92)][(1.51,7.62)(4.52,2.22)]
[(1.78,5.49)(2.05,8.69)][(7.05,1.68)(3.09,1.70)][(6.75,5.72)(3.23,6.02)][(8.71,7.54)(2.03,2.64)][(1.97,3.58)(6.20,2.48)][(7.27,7.44)(2.95,8.20)][(1.44,7.12)(4.22,2.72)]
[(1.29,5.75)(2.04,9.00)][(6.78,1.19)(3.09,2.13)][(6.65,5.59)(3.72,5.96)][(8.23,7.04)(2.48,2.22)][(1.48,3.93)(6.03,2.49)][(7.74,6.94)(3.24,7.96)][(1.63,7.40)(3.74,3.00)]
[(1.65,5.62)(2.44,9.46)][(6.32,1.52)(3.13,2.47)][(6.65,5.75)(3.91,5.58)][(8.67,6.96)(2.96,2.71)][(1.94,3.67)(6.49,2.58)][(7.92,7.44)(3.67,8.10)][(1.87,6.95)(3.82,3.17)]
[(1.35,5.17)(2.79,9.24)][(6.48,1.86)(3.63,2.78)][(7.15,6.23)(3.86,5.75)][(8.29,7.46)(3.38,3.08)][(2.14,4.13)(6.58,2.87)][(8.31,7.90)(3.46,7.86)][(1.46,7.03)(3.62,3.19)]
[(1.70,5.63)(2.29,9.19)][(6.05,2.10)(3.32,2.87)][(6.68,6.67)(4.20,5.79)][(8.79,7.86)(3.81,3.45)][(2.08,3.68)(6.16,2.39)][(7.87,8.19)(3.50,7.40)][(1.91,7.34)(3.30,3.01)]
[(1.42,5.92)(2.79,8.72)][(6.48,1.71)(2.83,2.77)][(7.17,7.03)(3.76,5.37)][(9.27,7.57)(3.55,3.05)][(1.58,4.17)(5.89,2.36)][(8.35,7.80)(3.55,7.39)][(1.65,6.85)(3.13,3.28)]
[(1.15,6.31)(2.68,8.23)][(6.70,1.22)(2.75,2.29)][(7.67,7.50)(4.24,5.76)][(8.92,7.22)(3.98,2.99)][(2.08,3.77)(5.47,2.27)][(8.48,7.49)(3.97,7.42)][(1.44,7.23)(2.78,3.08)]
[(1.61,6.57)(2.82,7.73)][(6.61,1.49)(2.27,1.82)][(7.88,7.75)(4.21,5.53)][(8.93,7.62)(4.22,3.35)][(1.67,3.50)(5.91,2.74)][(8.98,7.99)(4.46,7.43)][(1.04,7.14)(2.69,2.58)]
[(1.14,6.99)(3.32,7.29)][(6.11,1.67)(1.77,1.65)][(7.65,8.07)(4.26,5.49)][(9.27,8.07)(3.76,3.81)][(1.61,3.69)(5.47,3.05)][(9.03,7.57)(3.99,7.54)][(1.39,6.72)(2.28,2.95)]
[(1.54,6.49)(3.76,6.84)][(6.47,1.96)(2.10,1.80)][(7.87,8.46)(4.75,5.82)][(9.14,7.59)(3.77,4.29)][(2.00,3.21)(4.98,3.24)][(9.25,7.78)(4.34,7.96)][(1.66,6.29)(1.98,2.81)]
[(1.04,6.37)(4.08,7.07)][(6.14,1.80)(2.51,2.16)][(7.73,8.20)(4.53,6.32)][(8.99,7.80)(3.42,4.79)][(2.41,2.71)(5.06,3.47)][(9.57,7.29)(4.32,7.47)][(2.06,6.78)(1.77,2.63)]
[(1.18,6.04)(4.58,6.62)][(6.15,2.26)(2.86,1.66)][(7.26,8.13)(5.01,6.08)][(8.49,7.31)(3.52,4.32)][(2.48,2.89)(4.66,3.95)][(9.70,7.74)(4.67,7.81)][(1.95,6.65)(1.85,2.82)]
[(1.48,5.76)(5.03,6.13)][(5.66,1.93)(3.34,1.98)][(7.07,8.40)(5.05,5.79)][(7.99,7.28)(3.12,4.36)][(2.88,3.39)(4.17,4.18)][(9.32,7.24)(4.46,7.72)][(1.48,6.82)(2.27,2.51)]
[(1.98,6.24)(5.28,5.67)][(6.03,1.66)(3.01,2.46)][(7.05,8.69)(4.79,6.28)][(7.49,7.02)(2.63,4.06)][(2.41,3.13)(4.02,4.32)][(9.16,7.23)(3.96,7.68)][(1.64,7.19)(2.48,2.06)]
[(1.72,5.93)(5.23,5.18)][(5.57,1.21)(2.89,2.46)][(7.03,8.80)(4.41,5.82)][(7.11,6.56)(2.64,4.12)][(2.45,3.52)(3.99,4.39)][(8.83,6.99)(4.39,7.95)][(2.14,7.68)(2.79,2.56)]
[(1.80,5.81)(4.76,5.45)][(6.03,1.62)(2.41,2.24)][(7.30,8.60)(4.61,5.34)][(7.23,7.02)(2.45,3.65)][(2.70,3.90)(3.67,4.21)][(9.09,6.88)(4.41,8.44)][(2.62,8.15)(3.29,2.08)]
[(2.26,6.22)(4.40,5.85)][(6.53,1.67)(2.25,1.94)][(7.67,8.98)(4.90,5.70)][(6.76,7.50)(2.60,3.63)][(2.61,4.40)(4.15,4.39)][(8.63,7.17)(4.16,8.27)][(2.62,8.55)(2.88,1.59)]
[(2.76,5.92)(4.10,6.22)][(6.58,2.11)(2.75,2.04)][(7.54,9.12)(5.37,6.20)][(6.95,7.64)(2.70,3.93)][(2.53,3.91)(4.39,3.91)][(8.94,7.58)(3.76,8.46)][(2.60,8.11)(2.38,1.45)]
[(2.39,5.46)(3.90,5.78)][(6.30,2.58)(2.80,2.34)][(7.40,8.63)(5.87,5.77)][(7.01,7.57)(2.99,3.59)][(2.74,4.37)(4.82,3.45)][(8.94,7.69)(3.97,8.69)][(2.39,8.59)(2.69,1.43)]
[(2.89,5.96)(4.31,5.53)][(6.74,3.01)(2.79,2.59)][(6.94,9.13)(6.36,5.53)][(6.82,7.68)(2.60,3.45)][(2.58,4.30)(4.53,2.99)][(9.14,7.48)(3.47,8.51)][(1.96,9.05)(3.18,1.92)]
[(3.16,5.85)(4.08,5.05)][(6.72,3.06)(3.18,2.96)][(7.12,9.58)(5.92,6.03)][(7.11,7.19)(2.52,3.93)][(2.96,4.53)(4.36,2.97)][(8.69,7.82)(3.95,8.83)][(1.50,9.41)(2.71,2.39)]
[(3.54,5.89)(3.78,4.55)][(6.57,2.58)(2.77,3.14)][(6.70,9.49)(5.73,5.53)][(7.06,7.06)(2.44,4.08)][(2.56,4.95)(4.76,3.45)][(8.23,7.50)(3.45,8.92)][(1.24,8.97)(2.76,1.97)]
[(4.00,6.28)(4.08,4.07)][(7.06,2.10)(2.99,2.64)][(7.14,9.46)(5.25,5.23)][(7.55,7.24)(2.64,3.76)][(2.65,5.42)(4.69,3.92)][(8.73,7.00)(3.00,8.49)][(1.09,9.42)(2.74,2.36)]
[(3.63,6.49)(3.69,3.61)][(7.54,2.39)(3.46,2.22)][(7.55,9.23)(5.11,5.15)][(7.85,7.39)(3.07,4.25)][(3.01,5.12)(4.56,3.61)][(8.23,7.39)(2.53,8.19)][(1.03,9.69)(2.24,1.87)]
[(3.36,6.62)(3.60,3.79)][(7.20,2.59)(3.26,1.81)][(7.67,9.73)(5.55,5.13)][(8.27,7.27)(2.58,3.78)][(3.28,4.87)(4.23,4.10)][(7.74,7.83)(2.06,8.51)][(1.45,9.67)(1.78,1.41)]
[(3.49,7.12)(3.67,4.28)][(7.59,2.81)(2.80,1.61)][(8.15,9.50)(5.98,4.89)][(7.92,7.72)(3.05,4.20)][(3.20,4.76)(4.59,4.22)][(8.19,7.39)(2.16,8.53)][(1.29,9.97)(2.24,1.27)]
[(3.87,7.12)(3.24,3.91)][(8.02,3.29)(2.80,1.12)][(7.65,9.82)(6.47,5.32)][(8.31,8.17)(3.29,4.63)][(2.71,4.28)(4.77,4.69)][(8.20,7.85)(2.66,8.15)][(1.30,9.59)(1.76,1.01)]
[(3.66,7.55)(2.80,3.87)][(8.09,3.79)(2.73,1.57)][(7.26,9.60)(6.73,5.23)][(8.55,7.87)(3.65,4.21)][(2.66,4.58)(5.09,4.19)][(8.07,7.49)(2.24,8.42)][(1.03,9.52)(1.85,1.51)]
[(3.90,7.74)(3.28,3.39)][(8.53,3.58)(2.92,1.39)][(7.51,9.59)(6.29,4.81)][(8.29,7.37)(3.18,3.77)][(2.38,4.92)(4.59,4.08)][(8.57,7.19)(2.61,8.67)][(1.46,9.86)(2.22,1.74)]
[(3.46,7.27)(3.67,3.82)][(8.80,3.89)(2.67,1.39)][(7.56,9.12)(5.95,4.85)][(8.24,7.85)(3.46,4.12)][(1.91,5.38)(4.61,4.35)][(8.89,7.64)(2.25,8.69)][(1.47,9.58)(1.81,2.11)]
[(3.04,6.78)(3.32,3.38)][(8.36,3.91)(2.86,1.50)][(8.06,9.02)(6.40,4.35)][(8.69,8.29)(3.41,4.30)][(2.02,5.79)(4.11,4.05)][(9.18,8.06)(1.75,9.17)][(1.27,9.67)(1.82,2.14)]
[(3.53,6.82)(3.45,3.56)][(8.78,4.40)(3.30,1.97)][(8.36,8.55)(6.84,4.54)][(9.14,8.13)(3.44,4.79)][(1.84,5.60)(4.35,3.80)][(9.29,8.51)(1.26,9.20)][(1.76,9.93)(1.37,1.69)]
[(3.63,6.92)(3.12,3.33)][(8.60,4.73)(3.42,1.96)][(8.51,8.17)(7.14,4.04)][(9.42,8.58)(3.93,5.16)][(1.47,5.34)(4.15,3.48)][(9.01,8.50)(1.59,9.66)][(2.24,9.56)(1.31,1.29)]
[(3.89,7.39)(2.85,3.76)][(8.10,5.23)(3.63,2.03)][(8.75,8.11)(7.05,4.26)][(8.97,8.78)(3.86,5.55)][(1.75,4.85)(4.65,3.36)][(8.52,8.00)(1.11,9.61)][(2.74,9.27)(1.40,1.79)]
[(4.33,7.00)(2.91,3.64)][(7.66,4.98)(4.08,1.76)][(9.17,7.61)(7.53,4.52)][(8.48,8.28)(4.35,5.20)][(1.61,4.42)(4.47,3.75)][(9.00,7.58)(1.43,9.82)][(2.32,9.76)(1.53,2.27)]
[(4.00,7.22)(3.36,3.61)][(7.20,4.61)(4.34,1.35)][(8.73,7.83)(7.67,4.92)][(8.01,7.78)(3.91,4.89)][(1.51,4.06)(4.75,3.63)][(8.84,7.79)(1.08,9.32)][(2.13,9.78)(1.61,2.35)]
[(3.50,6.72)(3.72,3.19)][(7.20,5.10)(3.90,1.51)][(8.29,7.89)(7.27,5.40)][(8.42,8.01)(3.79,5.25)][(1.15,3.66)(4.95,3.90)][(9.34,7.33)(1.57,9.09)][(1.91,9.42)(1.30,2.52)]
[(3.71,6.32)(3.76,3.00)][(6.74,4.78)(3.95,1.54)][(8.74,7.95)(6.77,5.12)][(8.91,8.45)(3.29,5.04)][(1.44,3.24)(4.50,3.51)][(9.76,6.92)(1.38,8.59)][(2.40,9.62)(1.71,3.01)]
[(4.20,6.09)(4.19,2.95)][(6.56,5.24)(4.08,1.25)][(8.41,8.44)(6.27,5.62)][(8.80,8.36)(2.80,5.00)][(1.64,2.74)(4.10,3.30)][(9.44,7.25)(1.74,8.40)][(2.15,9.28)(1.69,3.51)]
[(4.24,5.59)(4.65,2.47)][(6.97,5.29)(4.33,1.30)][(8.58,8.93)(6.77,5.73)][(8.30,8.80)(3.14,5.14)][(1.74,2.30)(3.68,3.72)][(9.50,6.84)(1.30,8.06)][(2.56,9.68)(2.10,3.28)]
[(4.19,5.83)(5.05,2.35)][(6.83,5.77)(4.81,1.69)][(8.44,8.44)(6.38,5.74)][(7.86,8.31)(3.28,5.16)][(1.84,1.94)(3.86,4.22)][(9.65,6.54)(1.02,7.67)][(3.01,9.77)(1.70,3.76)]
[(3.79,6.02)(5.12,2.55)][(6.39,6.27)(5.31,1.48)][(7.94,8.93)(5.90,5.92)][(7.82,8.30)(2.80,5.36)][(1.37,1.78)(3.87,4.67)][(9.42,6.37)(1.46,8.10)][(2.89,9.99)(1.39,3.27)]
[(3.56,6.33)(5.61,2.07)][(5.89,6.69)(5.73,1.05)][(8.28,8.97)(5.41,6.08)][(7.94,8.00)(2.43,5.79)][(1.13,1.92)(3.54,4.67)][(9.15,5.90)(1.01,7.82)][(3.30,9.50)(1.01,2.85)]
[(3.08,6.53)(5.25,1.59)][(6.31,7.16)(5.29,1.48)][(7.98,9.39)(5.10,5.58)][(7.57,8.22)(1.94,5.30)][(1.38,2.35)(4.00,5.14)][(9.10,6.36)(1.22,7.76)][(2.92,9.66)(1.02,3.28)]
[(2.91,6.82)(5.18,1.50)][(6.81,6.98)(4.79,1.94)][(8.45,9.07)(4.84,6.05)][(7.50,8.62)(1.82,4.93)][(1.59,1.96)(3.96,5.49)][(8.62,5.93)(1.44,7.87)][(2.80,9.89)(1.51,3.73)]
[(3.18,6.68)(4.69,1.67)][(7.02,7.15)(4.29,1.70)][(8.90,8.74)(5.34,6.13)][(7.06,8.99)(1.32,5.43)][(1.98,1.56)(3.73,5.60)][(8.36,5.91)(1.03,8.03)][(3.26,9.54)(1.41,3.55)]
[(3.53,6.72)(4.19,1.47)][(6.53,6.88)(4.37,1.25)][(9.16,8.54)(5.53,6.30)][(6.66,9.48)(1.62,5.93)][(2.05,1.06)(4.15,5.14)][(7.91,5.85)(1.49,8.13)][(2.79,9.89)(1.57,3.14)]
[(3.08,6.98)(4.46,1.30)][(6.11,6.53)(4.80,1.39)][(9.27,8.69)(5.61,5.81)][(6.19,9.66)(1.56,5.71)][(1.61,1.45)(3.68,5.60)][(7.44,5.64)(1.60,8.63)][(2.29,9.94)(1.34,3.63)]
